"L1Day7" "L2Day7" "L3Day7" "L5Day7" "L6Day7" "R1Day5" "R2Day5" "R3Day5" "R4Day5" "R5Day%"
"gene36" 7.73143196083489 7.82441982584832 7.73061145208403 7.79432155308168 7.65993300139116 7.54783119586007 7.62954480567583 7.59987533703034 7.63959603257921 7.53501052162033
"gene37" 11.1896964485424 11.267359088418 11.251922808716 11.1925720023493 11.1837687926692 11.2493324469197 11.1972385217396 11.1584855527165 11.1051437777318 11.0720926636056
"gene38" 7.34333302510635 7.01445912338785 6.99826957428986 7.12199809038637 7.04232460348908 7.23309620240329 7.33467078315336 7.21054365290563 7.25288588339179 7.28601104793036
"gene39" 8.33945489280774 8.51123498379277 8.54114899197346 8.45254501676491 8.45811797483674 8.45323922579893 8.55125300562712 8.54077891712968 8.57860274189102 8.82171272183565
"gene40" 5.65154020830515 5.61356062544894 5.58656182409049 5.69891406619564 5.5158422509636 5.84718522133794 5.86663506795044 5.67466117471676 5.65049864916748 5.74551341400851
"gene41" 9.46193432648142 9.45500407173574 9.45658531501529 9.49883994808792 9.54838219275424 9.73084047951082 9.53706656539679 9.47847661298426 9.31486817292893 9.43453351263775
"gene42" 8.8845923644668 8.97921177781825 8.92921792372352 8.92377915315824 8.93962235153261 9.71900067348008 9.49308910101001 9.34399737273113 9.27306389989533 9.17203790342653
"gene43" 8.20606221570978 7.96336173252131 8.02440413423168 8.14372888988444 8.21559246966791 8.62636650161935 8.47264648875537 8.48170629369896 8.53116127794034 8.52901214749968
"gene44" 10.1533348001328 10.122600277175 10.1533059464183 10.1504787505881 10.2194100725119 10.4937792389619 10.5472261136711 10.6093535921392 10.6150422353329 10.6052009037433
"gene45" 8.39911752338272 8.3622249852848 8.38596176496575 8.30620529234385 8.34746716543964 8.56072821672578 8.71093571985215 8.65175857139056 8.79378158823167 8.74248988645312
"gene46" 9.71254198455202 9.45648082624339 9.53246538741176 9.66468990493983 9.79944987919994 10.3796473864817 10.2628731855955 10.2016087640252 10.2144880656925 10.1776200624947
"gene47" 9.14403702244413 9.27589947448833 9.1913068298243 9.15698210901581 9.1850318924371 9.54277399418088 9.62792081307698 9.53124895598487 9.39829459359887 9.45890066370151
"gene48" 9.75454884584999 9.85487338116737 9.75173717519307 9.77910970531641 9.86820323840025 10.1751592559052 10.0750045213039 10.1100044616451 9.97026311465148 9.90669489618847
"gene49" 5.75698338439985 5.89931308307707 5.8774144401231 5.88004467104746 5.77490049492466 5.8954410619179 5.83581546247019 5.91657152451295 5.80804443540187 5.84448110864059
"gene50" 0.968035216333571 1.12302741318068 1.07094296689745 1.09441690740537 0.915975328085097 1.22920786704781 1.11113000162563 1.07415870116396 1.3104137289957 1.30669781449819
"gene51" 6.18793313760546 5.93485434510425 6.23665103312738 6.00620042515669 6.05479936814678 6.49917556132217 6.65911302311871 6.46780697195871 6.56425692522393 6.50468058135893
"gene52" 8.27381335713313 8.21471146412556 8.27536970816447 8.31533962576876 8.2744321212504 8.45996698418817 8.40828544923494 8.51291506967785 8.50642231826516 8.53058628794883
"gene53" 9.09877201175127 9.04814159753801 9.01744824763423 9.0630283735358 9.07131294226549 9.4218631867018 9.26563963567755 8.99006139604097 8.98300912825637 9.03283071522824
"gene54" 6.53217070844606 6.30480851991599 6.33660788305237 6.44544777267264 6.41741714136427 6.29059493974218 6.29553943456235 6.44011525130407 6.5565410383289 6.39765883785501
"gene55" 14.6854455107605 14.6546431093533 14.6506634184754 14.7077889615884 14.6865817325038 14.8315110599822 14.8778966896127 14.8315965096563 14.7342409411733 14.9729250459797
"gene56" 11.0891882222726 11.0938304816175 11.0520347025291 10.9048297931407 10.9897193684114 11.0570945525798 11.2716575127669 11.1959495770085 11.3017751550373 11.3353911397644
"gene57" 7.2258788117437 6.79961837432601 6.84329065600806 6.8592908613098 6.90964775208874 7.40296596407392 7.3893995388303 7.41756396709868 7.53281452611362 7.44241673954329
"gene58" 6.28584584765317 6.08407385575011 5.70429712824226 6.13458281784656 6.02615499529833 6.15193815681848 6.32899246829239 6.20716867113432 6.08355649646347 6.17990842600056
"gene59" 10.85011113138 10.8736157854338 10.8256399240593 10.9387198674892 10.9721529316658 10.7904739808117 10.5391198654075 10.4372556530704 10.4141827422523 10.4428389501638
"gene60" 6.30448768865036 6.17492346149413 6.36542665392266 6.27338508782482 6.18906016705509 6.15011969295259 6.16768637962825 6.14812730235009 6.23050565234617 6.0723798548252
"gene61" 9.50541577476929 9.59640401344653 9.50919698960484 9.38106047089426 9.32036193529384 8.60341671983511 8.73700685436887 8.77019196547823 8.81952150793422 8.67973938384633
"gene62" 8.7413953465752 8.59280129541559 8.61026501790979 8.55326771252184 8.47859914738992 8.02534581179913 8.14051321564966 8.2245441957511 8.24904071613544 8.05834222346801
"gene63" 7.6694379528123 7.63469087018942 7.64730318073699 7.55176675943293 7.64955646433628 7.63947208372864 7.43164802776301 7.3434431154781 7.33272737715432 7.40714817504862
"gene64" 8.80662032934362 8.98425340881937 8.85351250530855 8.93395459169552 8.95527605563105 9.03923803807555 8.79205538172877 8.76025433804623 8.68283552182574 8.64878874577131
"gene65" 8.50792437391884 8.62644709505848 8.62661697112606 8.60813519909933 8.59532225960741 9.04341856218678 9.02593917979852 8.99874400821086 8.95095550016589 8.98059709188787
"gene66" 7.31123003046813 7.33785195355489 7.40990024009581 7.388756333425 7.46151942477901 7.9974918503111 7.81523984102655 7.68173064207318 7.59811665437091 7.62031333128656
"gene67" 6.49815611636559 6.83375384781078 6.48942305224388 6.6083900370598 6.57447599111998 6.59906511695166 6.46758480237445 6.17929078005243 6.47219338683375 6.13684949914458
"gene68" 5.94641606396711 5.81307877838147 6.13932081638421 5.80570444703341 5.68891033562957 5.87223707993622 5.80508052772304 5.84333249904373 5.93918266992202 5.80757289096166
"gene69" 10.6519626394335 10.7207075013703 10.6786434927136 10.6712939857982 10.681554392274 11.003253764346 10.973706528258 11.0119006224531 10.9792068321701 11.1162057913479
"gene70" 10.9844432957392 11.0466539928674 10.9827006103985 10.953955915903 10.9438634352727 11.1037569739947 11.1728355174939 11.1349862636498 11.129500266692 11.2281639814337
"gene71" 7.23787505789065 6.75604668980872 6.95925815257231 7.15881884715822 7.04640048914689 6.8824844074263 6.99422648389652 7.11529508922796 7.05227454370747 7.12478097248418
"gene72" 5.9338348287554 6.06224464320275 6.10956838521932 6.10676710662819 5.97022691558746 6.38933747455895 6.27840132773345 6.33615353731274 6.11740988785869 6.1699359608799
"gene73" 9.6623924285842 9.66278716404665 9.62409078086831 9.68483228365379 9.59782812865541 9.88848302902508 9.9469176908298 10.0403483146381 10.0049577749081 9.94375023172415
"gene74" 9.18469958775982 9.04275541221074 9.10318912187201 9.17781402960927 9.20408163771977 9.53550390322021 9.38258537687754 9.32919842993279 9.36094765177078 9.35589107964542
"gene75" 10.3521081905428 10.3083489826368 10.3347635101927 10.4126855843332 10.4060763578845 10.6183027477264 10.4129405022639 10.4067975944169 10.3402193640718 10.2731512572807
"gene76" 9.18669299376743 9.09246374009204 9.07189401792058 9.14098440961811 9.24090351444091 9.32340614472301 9.23728050723957 9.2580432067829 9.20146407139562 9.17383557258867
"gene77" 7.14554198362578 6.96028340917669 6.96629699948513 7.03816897988792 7.09228020273605 7.24707067786794 7.14909002180847 7.10478927622202 7.21964859570595 7.08264979863695
"gene78" 3.86445553709686 3.93306400296318 3.83854789393661 3.91555933929528 3.64324688739532 4.0052897981478 4.07283999984572 4.20035569105258 4.37724007507682 3.98428107768421
"gene79" 7.70045895182505 7.58851437610996 7.60207989349472 7.62858764483833 7.59231510359591 7.73089767186521 7.6798219114605 7.74563565157787 7.84634976435063 7.88156526327358
"gene80" 6.37196345408164 6.37447412010234 6.29691562371674 6.49327529229029 6.59529153566562 6.03793181010774 6.14720224307608 6.26812044893123 6.20096229902487 6.18320147006069
"gene81" 6.27608628591954 6.18199830184143 6.31469606559235 6.09797702628282 6.24444413295094 5.6631442914641 5.58932954615548 5.96994590374545 5.8117141640366 5.82955913143634
"gene82" 6.36802878317058 6.62066792862432 6.73664217102438 6.65454114081196 6.53340927723837 6.22396331141933 6.26438388451731 6.45737938466269 6.41528078552149 6.55710080919979
"gene83" 6.01939594663515 5.94762945191175 6.01162802058688 6.13539368243281 5.95465069074351 5.78556814070629 5.67734839801299 5.9089896085009 5.86564886084348 5.63712964811251
"gene84" 7.42284743626848 7.41337481111711 7.27097782738261 7.28831751930068 7.33281564783448 7.14159357832275 7.10234884036957 7.14532104783343 7.15240100773754 7.29575965217698
"gene85" 5.28499732452097 5.45701092207766 5.20634514786222 5.32038518670548 5.25306777281122 5.20153410291143 4.96967443534328 4.55650705116438 4.68146767025106 4.72950670513891
"gene86" 7.1111231019596 7.53535722537173 7.38551845425168 7.35175741853183 7.38426575020905 7.03386013501891 6.77713572628311 6.73271022258107 6.81381675104982 6.92870885286445
"gene87" 11.3416544125395 11.4150918173498 11.4278899330502 11.3843175808983 11.3605557434405 10.9693337695555 10.9167268137972 11.0191203236886 11.0838545621676 11.2520106176556
"gene88" 10.4782899045553 10.5072667331128 10.5237916967724 10.4246708126207 10.4648807005353 10.5164984018452 10.4593862304784 10.6026847086703 10.5759354856281 10.7360272934817
"gene89" 7.44753757199784 7.7394062166404 7.72405332855353 7.61328465398709 7.58709614367945 7.59422496217526 7.57754962511452 7.63127386198625 7.60627562059845 7.68373739902276
"gene90" 10.9016188645445 10.8948354752154 10.83675250698 10.9189449951882 10.9248867219105 10.8591692628336 10.7312216320767 10.8208542596734 10.7684429872063 10.7738909729744
"gene91" 10.0724712449028 10.1400502011532 10.0902843487784 10.084628783576 10.0445165862249 10.157540131335 10.0984922935469 10.1963255329977 10.1498945764094 10.0990273221439
"gene92" 9.42046707099019 9.54429773941188 9.38552764823391 9.41049284698512 9.43961643293046 9.03393341681469 8.98496141081987 8.92690318784295 9.00793602383906 8.95632813734701
"gene93" 6.01334041922769 5.9288364702668 5.9274086560509 6.05755923882307 5.92906648762532 6.05715271331447 5.90291792599841 5.66674741379156 5.76424191351366 5.57383579166531
"gene94" 8.91046158504406 9.07424014564036 9.01215514664131 8.97784635528723 8.93634322319091 8.11844625545159 8.38964376134996 8.30274654649999 8.37641772452331 8.36657400686062
"gene95" 8.21626931162199 8.37206637033926 8.2286355699367 8.26619251637184 8.37368861526669 6.59588656922186 6.73167763748958 6.63546586686188 6.72820911637576 6.35948614309857
"gene96" 8.08450621009848 8.07638690803378 8.01116538439668 8.10572553797149 8.11729360513366 9.43028105924052 8.64099500067162 8.6363801684083 8.58183859857639 8.78619630532734
"gene97" 10.8802267928643 10.8563512724856 10.8160993689004 10.8944906373082 10.8610255179914 11.4802172353496 11.1225137750012 10.8442978493461 10.8253206221318 10.8599855510604
"gene98" 4.29588921210065 4.54759801364278 4.43828666650063 4.15481459369391 4.24684126923307 4.63551277575308 4.58439754729648 4.69012377923345 4.76965708392827 4.71826964534372
"gene99" 11.2695601122145 11.3041812714858 11.2958896705627 11.2812831241406 11.2151291245539 12.0045768393299 11.758351958133 11.8579155608908 11.7941176070364 11.9933011354346
"gene100" 6.58079912997842 6.56766432037277 6.63848910306226 6.52027246697309 6.55651141892544 6.68082093726534 6.84816213591057 6.88337666982035 6.81047689041989 6.66757259206119
"gene101" 8.25698991401769 8.26610959508841 8.26637568841213 8.18930120146992 8.37566669317058 9.79106708669867 9.1305239221174 9.00622002939514 8.95671134106937 8.93257038171366
"gene102" 8.28781998227843 8.10092166411928 8.17969278334188 8.20317414506859 8.25224305958552 10.7499350042335 10.0323383889722 9.91849546001658 9.84125504245505 9.91034714648768
"gene103" 9.5744661135123 9.62305884789792 9.59848392383219 9.66940600335193 9.68933878563958 9.4556502210469 9.00594146393089 9.09143611503131 9.04577729214625 9.02957590682056
"gene104" 9.308835805238 9.40807575504557 9.33922103103415 9.39559292707723 9.4121010041534 10.5565723241442 10.1978976444187 10.2342757354205 10.15594235752 10.1518596360877
"gene105" 7.16771339820208 6.92760764896141 7.10049574246257 7.03022554551794 6.97013458000515 7.57993931047748 7.60910327381094 7.60368718467534 7.59993789338934 7.42798429851991
"gene106" 10.6023987437596 10.6410033143919 10.5162630993535 10.6548787013066 10.6634113513207 10.4993352772908 10.2299202316949 10.1964179193251 10.1587611697387 10.1813634730392
"gene107" 1.6479258988928 1.60720069624315 1.56755834631006 1.67790500717493 1.75563063139291 1.629661352384 1.8815684115736 1.81564880927222 1.49077486127709 1.70830520779797
"gene108" -0.0576052013761646 -0.0692351755307873 -0.0549733911861674 0.0495184805045633 0.00130569695768414 0.00430291963166145 0.110004224315318 0.162541285507237 0.00879522181324586 0.0353910803331159
"gene109" -3.39321760355498 -3.39523821299045 -3.39273615342116 -3.39931990934651 -3.30696538940679 -3.39729483438216 -3.39591972099165 -3.39755453913682 -3.39698713559979 -3.39428134525378
"gene110" 2.30019493367383 2.09606813956298 2.07957559755901 2.06593601854194 2.21032016584702 1.96401977370674 2.51216161072178 2.37228948494295 2.17557685207461 1.96297730979941
"gene111" 6.39442681671051 6.69088499676573 6.60594958188174 6.49914211581968 6.40828515231686 6.16424769800779 6.14934445763577 6.25259647341742 6.17832116447517 6.32566328433013
"gene112" 1.39595164906085 1.44005926702623 1.4045843385489 1.31993055161786 1.30651603729596 1.23450150942484 1.34543082011249 1.3784712149217 1.60688386572579 1.4608545070522
"gene113" 2.95112977720206 3.03976080965545 3.20652849969267 3.07533776550095 3.09850156417285 2.72950222421646 2.79012623419709 2.76914191953716 2.80155582650944 2.78479321424042
"gene114" 2.08385612888751 1.95242481712756 1.93959907609823 2.01954801645735 1.87748323566232 1.74801243036018 2.00255816725383 1.80866411743651 1.83042154909451 1.82224538059812
"gene115" 3.56528950375601 3.77591771231131 3.73737319667284 3.55285352077773 3.76280289377632 3.61067601885794 3.57860182707452 3.59028434401773 3.43519116586669 3.56674535915998
"gene116" 8.00768420020511 7.96215369889234 7.88434037117621 7.82625138739322 7.82705217225222 7.77847056797127 7.7857045906611 7.7570700626322 7.79298542601009 7.83848342420336
"gene117" 6.21347051912949 6.69618514672851 6.60405452096576 6.43287200116123 6.37869744854929 6.38583753733383 6.5393911093437 6.53242237118251 6.48401199903659 6.67819988407422
"gene118" 2.50481893547738 2.36736388729762 2.38187754805827 2.32962704714482 2.43796320829601 2.09737788143618 2.21320885123168 2.15063429492632 1.9690347559177 2.11147440975251
"gene119" 4.36427414826457 4.91848467058962 4.62974915705669 4.76143169504414 4.56200372007622 4.0541531747755 3.99205360360345 4.09814993174636 4.00845937571343 4.33870417054299
"gene120" 5.28138232471143 5.21890919736383 5.27104095011287 5.02440007530403 5.08488754355648 4.96163283882052 5.11337831251311 4.9553183691519 5.06777795126609 5.02581213267988
"gene121" 8.90211726290785 8.79830617566046 8.92919585798773 8.97643400578112 8.7788971887391 7.97788875194452 8.0714161367057 8.14061684131425 8.02992142517732 8.18933126341495
"gene122" 8.64989776733798 8.5259094090698 8.63034368770365 8.54257088094189 8.48181277607033 8.48505329940908 8.51958468077256 8.56174634933643 8.62323471366064 8.65966122372546
"gene123" 3.00190434186893 3.2350139185129 3.14205132425846 3.218111423398 2.87277824545963 2.93504624301104 3.00650300833321 2.81856010208186 2.79643467917476 2.90014373595562
"gene124" 6.41689912754624 6.3936755511184 6.27740863263617 6.33133230204101 6.32748902769199 5.97643458096352 5.99205766786563 5.98041920062064 6.10327853134381 5.9862720984965
"gene125" -0.52695657321909 -0.438400056797239 -0.52503257119223 -0.406151853312453 -0.547655242027994 -0.371950626162747 -0.538489493657742 -0.376380503405557 -0.453292702043354 -0.531352568912902
"gene126" 8.39386612306723 8.35918327846364 8.40825805812681 8.31446786724502 8.28871050482722 8.33524558703422 8.32137603209537 8.2268480728109 8.2597253735001 8.41425396163691
"gene127" 6.40456785406487 6.22774192093034 6.18984055825339 6.2610640689843 6.32157610396081 6.2402821311978 6.09985092661826 6.1764748609545 6.1858733430774 6.36486205883933
"gene128" 6.89916348327084 6.78159586676885 6.80935521090676 6.73466389137146 6.77932619537974 6.69595394867184 6.58779361455355 6.50269853485171 6.48847151068579 6.52573851343841
"gene129" 6.12332910790076 5.90980024665153 6.00397516769485 5.98241684045924 5.9584009505657 6.34034065299569 6.43687967216616 6.45747297737801 6.23775889330461 6.40756730499445
"gene130" 8.96432309056605 9.0152845679357 8.9960293387977 8.96043151126133 8.94045012930311 8.80538483614089 8.83305067492257 8.78240804823719 8.86351961443074 8.90919873437342
"gene131" 8.32529401096544 8.40790218041532 8.3510815348661 8.37673794417266 8.30548418670609 8.29126797276446 8.34131599417405 8.28828046088248 8.28073856150542 8.34531007307469
"gene132" 6.44030647390283 6.39684641272844 6.59843488427709 6.54203763581739 6.46367321696096 6.48746934202109 6.37530110969334 6.45026358592437 6.49387892622436 6.58483002180742
"gene133" 6.00861378818078 5.75861428166597 5.80022009562521 5.84869185130374 5.85637196575677 5.82389792715578 5.84960399882444 5.96169119066839 6.08470481818719 6.02369458012719
"gene134" 10.6648019871988 10.8076430373242 10.7046297267429 10.7231647471101 10.7044736979116 10.5243450710597 10.559247983452 10.6171863550625 10.5888223861862 10.6845422931711
"gene135" 8.05302701791384 7.95557515192479 7.98690482513149 7.96628742746076 7.9355633177678 8.28163621281649 8.16914430140812 8.29988389720643 8.20658554684153 8.31853499997441
"gene136" 9.90117048306483 10.0784523843872 10.0480401322178 10.2872340480821 10.2319837362811 11.9048549035446 10.9410365511839 10.6997650691811 10.4743674300805 10.2948416754258
"gene137" 11.2941913126547 11.3887375590689 11.3728242597103 11.3844348801813 11.3403867055159 11.2261784968927 11.2557007960421 11.360079886969 11.363556254938 11.6630862814396
"gene138" 7.86550068591401 7.87537207397501 7.90746741062249 7.92209144648512 7.86214534650095 7.20624144532352 7.15923080986587 7.19302293092428 7.22479948537747 7.10787993323576
"gene139" 6.04716120820671 5.91739115567767 5.98823774865954 6.13628646112665 6.14264230717988 6.22587994473081 6.16414893198682 6.17050907287267 5.97734031391566 6.16767104536574
"gene140" 7.27683722581388 7.2437747772952 7.21349853013088 7.1531858393291 7.18609389710956 7.54775256281701 7.49323254344013 7.47376950497869 7.35440278829673 7.25872562850726
"gene141" 10.2260688678106 10.304128793577 10.2581112047635 10.2166327633583 10.1931950835622 10.5473503839526 10.4626006560948 10.5181578877229 10.4161827209778 10.4322395537228
"gene142" 6.40181297377701 6.26759247911368 6.58614585083054 6.26756591201062 6.350139621329 6.4515958219411 6.60616355724135 6.78581370942921 6.67601197809683 6.62068431534312
"gene143" 8.92712210190339 9.14186329476638 9.02993230382896 8.97462391134998 9.11583364594311 9.44222250702622 9.24871148746168 9.11159645263217 9.02234315671155 9.00512574765483
"gene144" 7.43442615945784 7.454200490432 7.42557934282136 7.58214219803538 7.62966583718371 7.83091083608863 7.61345077616779 7.6773762985986 7.56184643511325 7.594905822146
"gene145" 7.51802521635945 7.52995896646719 7.60858802525011 7.71780426440088 7.60943612584377 7.93076208135743 7.78202068457902 7.74132240911543 7.61727928851703 7.70908208198345
"gene146" 6.27694321598095 6.40916173024249 6.19394040219158 6.3803441429588 6.43908238089392 6.80541984605143 6.68380861606588 6.70633160850084 6.59266576881701 6.5969497243196
"gene147" 15.1768980064866 15.3631582437494 15.5000911908857 14.6868869315583 15.2987494247173 14.5398686444609 14.7745207851697 14.6277230925348 14.6728590711449 14.7976092612524
"gene148" 2.11600214442742 1.75155656043928 2.20482433947588 1.83187482875294 1.84080246488116 1.98144811924868 1.89226138258678 1.90542127089708 1.92979100929658 2.01043195430347
"gene149" 3.0434169628661 3.30769062662372 3.12577601439241 3.47636400042611 3.42962162108486 3.05754174424402 3.12441107293656 3.34948909048947 3.39310894871377 3.74791438308837
"gene150" 6.18911151287622 6.3960889508111 6.43426380185707 6.28778782102241 6.52505528576061 6.2204591454574 6.33489165271009 6.49844991577613 6.76782078264572 6.56538001282757
"gene151" 6.43368410939588 6.36681231001715 6.28720387949558 6.43740896801279 6.52301999069544 6.8716106939504 6.75567933248422 6.72378728017294 6.61070264253148 6.61319392324709
"gene152" 8.20104439934538 8.35323046105474 8.28052149004497 8.22328965890259 8.1875066901866 8.56943193756944 8.47275806817648 8.42006542624238 8.22437291136427 8.31534903490607
"gene153" 9.73285912608485 9.77922302133413 9.63098978560978 9.5954545684636 9.55394824527237 9.45641541684428 9.44553596819305 9.45749376263707 9.51663415190282 9.57216176209162
"gene154" 7.5117655307429 7.97264947549804 7.82091177971933 8.00708653689021 8.00503248627098 7.54527735133476 7.82000833424972 7.84077629985072 7.74572523749009 7.74389507620073
"gene155" 11.1762338963133 11.2170835428747 11.1901058739827 11.1936319081807 11.149761969954 11.7294453644099 11.5671213606102 11.4681207679459 11.4263098371879 11.5141960451469
"gene156" 6.54084602543681 6.70408799766431 6.56416919297086 6.56814710286724 6.4876408097068 6.89733343169411 6.9161261303843 6.85500206291252 6.86937345751238 6.88083047898
"gene157" 8.06594612025724 8.23409923423787 8.11065345820107 8.145727033255 8.12646317470487 8.6422837228011 8.63495596708809 8.72112099309013 8.68269347887831 8.64358353921516
"gene158" 5.67156051848179 5.44262037448969 5.6463381830274 5.52910247094475 5.60703529770219 5.91262298180897 5.94833697858166 6.08877287776305 5.94893852894236 5.78267739063396
"gene159" 6.87899064420974 6.91296207561046 6.90547847266263 7.05998600325035 7.00167359573607 7.2293350848668 7.15612437425843 7.11529323993056 7.0419002530337 7.02976078875349
