"L1Day7" "L2Day7" "L3Day7" "L5Day7" "L6Day7" "R1Day5" "R2Day5" "R3Day5" "R4Day5" "R5Day%"
"gene855" 7.74648179823765 7.65781747502797 7.74201543648352 7.84093156614163 7.78706617221729 8.27233177313258 8.11191284207046 7.91544471744301 7.71575490261881 7.84654498729887
"gene856" 6.40452945386473 6.56533453362119 6.4990599637276 6.55059928717488 6.41857469695088 6.41200124452686 6.26089928740269 6.38992136043348 6.50097970606673 6.34843465898803
"gene857" 11.5034659192154 11.5893607887561 11.5712819561043 11.5158189825338 11.4777414109846 11.3330207556004 11.3073582431078 11.26755137813 11.281668409694 11.291010891028
"gene858" 9.48115343825303 9.4383436100284 9.41750078516059 9.38026645946596 9.44187621778691 9.61467409593653 9.62554216442882 9.61160618157293 9.56775212434038 9.6271241411143
"gene859" 3.16457928229043 3.09249017096365 3.24471040296162 3.55003463547148 3.36308677873733 3.63318164778296 3.27958096452595 3.35910726437006 3.51901152794386 3.59087187561679
"gene860" 10.6096097385324 10.670562415119 10.6418094907749 10.5733286450391 10.5944720544052 10.8282030026226 10.8864430273228 10.8947424549553 10.8955994647452 11.0577105219611
"gene861" 1.64704915692012 1.7609310267296 1.65648329864052 1.73356225075847 1.87811272246361 1.40195250311043 1.74290639002614 1.54822257923729 1.7778215708167 1.62579026128943
"gene862" 5.83370335933601 5.66534809752175 5.79123049266381 5.62233800803941 5.73595538849086 5.29675391092878 5.28044588458833 5.40910363612342 5.40806664969162 5.427398276057
"gene863" 4.34298319767833 4.43055399694424 4.70552465943593 4.46931557014354 4.30163869329863 4.51872095299218 4.16638238117175 4.39925250438484 4.50155463775692 4.73828722316697
"gene864" 10.7570532231011 10.7829319268887 10.7659709578199 10.7817952726198 10.8460340608741 10.8399179743273 10.6566837509878 10.6543575784393 10.6161690252603 10.642289988253
"gene865" 11.2311033538842 11.2822548664053 11.1914879546205 11.2291127826556 11.1729875890347 10.9040248490396 10.9008595910102 10.9502271472378 10.9243529940196 10.9825821807638
"gene866" 8.97252861718639 9.20156237469232 9.11669515220796 9.12908970870777 9.0810646166053 8.68348328103674 8.84622449439408 8.9792617800237 8.9888308092635 8.88803426890112
"gene867" 5.9856033011448 6.0344068719671 6.28197934469855 5.88485245194679 5.91167984587369 5.59770752065324 5.59333767452039 5.55772241097817 5.72257668363659 5.68835461569842
"gene868" 7.39355967375733 7.43932345448331 7.62250401971805 7.45599486183512 7.48333401962813 7.7150844504244 7.93524594184702 7.82502661177213 7.83092949948021 7.87085035948364
"gene869" 9.92887621977103 10.0273760432782 9.98149283208547 10.0662116791063 10.0571714150076 11.0511860637986 10.8080906335502 10.620733992081 10.5094348537441 10.505048142732
"gene870" 9.4503384965673 9.55886724343704 9.49628735552012 9.49680189631279 9.41351876598196 9.49725019387395 9.47985908302597 9.59259517811004 9.55710933514592 9.57153248829751
"gene871" 10.7989246590348 10.7385694254191 10.7471385907246 10.7824021915014 10.7846192469272 10.5672987141681 10.5825959545636 10.7610256274873 10.7972688825853 10.7626210811946
"gene872" 6.81912405795663 7.13775221484171 7.22917937176122 7.27517760703528 7.24713641452315 6.27203869543107 6.72242245642315 6.93126742485613 7.01511260350502 6.86945289765369
"gene873" 10.8012894843944 10.9465268284803 10.8445848293711 10.8738492207268 10.8424989872301 10.9950750525842 11.048230494828 11.0690809817785 11.0674793308467 10.9630918443789
"gene874" 10.8831228932207 10.865454004575 10.8548410189719 10.8037227257867 10.7975556594395 11.1932752178055 11.1194843771612 11.0113691916383 10.9921642494259 11.077637520247
"gene875" 8.30747414375233 8.12575451255937 8.26889970207473 8.24647397547442 8.25185155026813 8.31846858011921 8.31177090055199 8.39188532526551 8.36550494211373 8.40552148393203
"gene876" 10.2738843891609 10.3839593609348 10.2667338290377 10.2395330520814 10.2225370970748 10.1045836345908 10.3052669047282 10.6237172420621 10.6408529300854 10.7547439216023
"gene877" 11.5641295581307 11.5953622995081 11.6467580864345 11.5586698708766 11.6028992503195 11.682507393622 11.6968944043821 11.8037492671579 11.9156646401169 12.1891289739858
"gene878" 9.59930980373415 9.65867023557661 9.55147338587171 9.58963985937907 9.64898513354101 9.81853034324245 9.72534498867804 9.5185429000616 9.50039439932808 9.45501826298925
"gene879" 9.08920086236889 9.0885126230533 9.05481935993064 9.21898255598666 9.19761476242516 9.16126845050613 9.00144185337198 8.98047230010827 8.90703963931034 8.89838522746949
"gene880" 7.19841969391196 7.02822149160322 7.10585085331395 7.09738196173451 7.43071540951387 7.63233268015405 7.67522546910362 7.57696206209286 7.62958736534689 7.42034482104686
"gene881" 8.05074915020855 8.14007567363845 8.0744548663334 8.13165101580648 8.1027772371379 8.66256187355603 8.48909911639374 8.44939375240112 8.32920977491727 8.3837329396786
"gene882" 8.46445706117164 8.44774962531637 8.35971564425775 8.368438763047 8.45446333539126 8.70394611536973 8.61055577456136 8.59737005353442 8.55410983510824 8.60376153992725
"gene883" 9.41031521227218 9.53440002636658 9.51441240280757 9.40662596120652 9.45436251020832 9.46255584328962 9.48253758845508 9.67242373695711 9.55514929015281 9.70817497316717
"gene884" 7.94564946976759 8.17762019970467 8.09097122762796 8.09526870620733 8.11858407087365 8.19042887130939 8.15999206348847 7.97392594036669 7.91754953367087 7.85402389745571
"gene885" 5.54774664542391 5.8809521724557 5.84495260932789 5.67519651494435 5.52788974482729 5.85402378887219 5.92726656178707 5.86598410108858 5.92120666358253 5.81219328398145
"gene886" 4.35272759124981 4.20724260763009 4.48849340688491 4.34785540049828 4.37853375706408 4.44677813708048 4.36352718108501 4.3981062341194 4.5698619243269 4.58113795674829
"gene887" 9.9019808328708 9.90635342153116 9.92583574509818 9.9186044506272 9.92213787070947 10.3001701678395 10.090802314818 10.0451942982217 9.94579374067498 9.95873254877066
"gene888" 4.98198136682265 5.17114151247655 5.24957394158494 5.06679640323735 5.25000157523825 5.20927860838716 5.44118592958558 5.19813301518274 5.24183953249478 5.51692892162008
"gene889" 7.37394291047558 7.48758266668571 7.26050237142953 7.41739691452966 7.47670372260768 7.42682385980148 7.39465271839841 7.4335556260604 7.38684406326671 7.34519042543128
"gene890" 4.89727141049712 5.08386307188601 4.81108466892277 4.93213464833058 4.7593427661996 4.75828849005138 4.79961945144931 4.83367613725988 4.91082871162558 4.65744941428965
"gene891" 3.53167251353545 3.74586575151193 3.70542933178659 3.52241952777959 3.52641758222182 3.4227416094787 3.5464944371211 3.66389614435112 3.40148281499873 3.62803869909764
"gene892" 6.87719800228315 6.84973169524685 6.7264744673136 6.80104192894302 6.82861279472101 7.54644567784359 7.39136638009738 7.26290980105832 7.29674603217176 7.4681896427076
"gene893" 9.03282955370939 9.09428367490915 8.92538963057244 9.08124558523198 9.09692455571058 9.50613415441082 9.3155514653444 9.11247972580663 9.10080941620761 9.04741246384102
"gene894" 9.31916559732135 9.5361374097496 9.48419115263161 9.44196324210079 9.41344311838731 9.59077888563136 9.66728978715187 9.71949245580218 9.72977251435497 9.6642015146941
"gene895" 8.24300509581674 8.11989908466118 8.08711770137218 8.07416937098492 8.1399516700005 8.39265769675235 8.398887118868 8.47211424757566 8.44386159737852 8.4298824224409
"gene896" 0.701576017030992 0.672337031361882 0.50878864436572 0.516216737529084 0.631429123513408 0.636228672873665 0.662104751820151 0.630172633896817 0.723789557790247 0.496306828563432
"gene897" 10.4717082304247 10.4964427452936 10.444839160806 10.4060811763826 10.4305112662742 11.3535606073371 11.1504200904736 10.916033918768 10.8594757458184 10.9474259170124
"gene898" 7.84702293853365 7.91545463051967 7.78101982379679 7.89965134054591 7.75773445984867 7.74795689416195 7.732253568054 7.64825681716517 7.75923991526863 7.70628194812601
"gene899" 1.70583647818976 1.74980295428455 1.88706027502557 1.81181283176762 2.01221510169094 1.90102157149544 1.81040077407318 1.75879980046612 1.97840809605767 1.85040136637748
"gene900" 8.93223892012863 8.93182499543098 8.97453610581516 8.8871486851519 8.85833793194814 8.91266825824076 8.84311943312388 8.86786502576151 8.92013461434267 9.00277037638228
"gene901" 8.46608536160789 8.64048659141076 8.64631237234919 8.64141950761557 8.60511218612084 8.68518146159911 8.7481459966609 8.88725564807966 8.88706944079532 8.71440365412762
"gene902" 9.90662111732701 10.1759019189375 10.1199011667958 9.95166512439475 10.025998955553 10.0830377472103 10.0891539424816 9.92056964567 9.88547462298691 9.87932923192322
"gene903" 6.85712668377673 6.88128944325329 6.85073355430921 6.92279714689812 6.8990268351187 6.67567207210931 6.71917148092118 6.75309480125645 6.63402975910444 6.68611063534327
"gene904" 8.08989925372452 8.2215437640877 8.27037168082438 8.21196340634184 8.29636780214125 8.48882134851607 8.4815000911229 8.43568926337775 8.45942306804163 8.39316911131356
"gene905" 9.31056737554156 9.49331734952379 9.45125373434387 9.2992931723279 9.38325527094299 9.44481086508127 9.35732936316628 9.38668694292836 9.34825377190898 9.39817034332831
"gene906" 4.25990102900228 4.15067958107285 4.07012462798824 4.14352644669021 3.94168973736547 4.80655981568654 4.65301974854806 4.4880488908679 4.63243357591714 4.12421122483124
"gene907" 10.7808601393638 10.7737774823106 10.7467447868077 10.796258177846 10.84540008435 11.2838267500403 11.0807370812045 11.0269872571539 10.9910568150131 10.8497564473381
"gene908" 8.51498267960107 8.44371024516891 8.41819245998861 8.59131570208429 8.60496714703163 8.75123366735454 8.62215713867948 8.68327009749158 8.63750272944368 8.53332708498168
"gene909" 10.7470369440057 10.7285002216972 10.7007126270792 10.770975373581 10.7995221649452 10.8523368740048 10.6499964637692 10.6369339655982 10.5946820719304 10.5143918366228
"gene910" 9.01216140534404 8.83613575217564 8.94219454412972 8.94360701333006 8.98795158391062 9.33086237509584 9.21081887544318 9.18687965515074 9.1139474465467 9.05924645817164
"gene911" 7.69795486117098 7.59991075399429 7.6647256798577 7.63467687401036 7.79199353380264 7.5600739629614 7.5715604970885 7.52934329543364 7.59721183045742 7.52012269723519
"gene912" 6.29301561080702 5.95093381246044 6.24051749619692 6.21184913198487 6.07787840465573 6.26007139542224 6.03135812446345 6.36721962893357 6.14489521241521 6.25821603467513
"gene913" 3.55631569285388 3.25986083631068 3.36106339115106 3.21081943211819 3.37395996943727 3.46871741000733 3.67384872149653 3.44883467853262 3.70916739546576 3.5051723535709
"gene914" 10.9112781063861 10.9227439015457 10.9365434976362 11.0385185929057 11.0573634921324 11.6982830483502 11.3089064751466 10.9313003970141 10.852442490701 10.7891872030598
"gene915" 10.5971569260679 10.3427434171625 10.2920379960289 10.6211080308645 10.7766576684975 11.2803587785747 10.8776781830342 10.6965413856484 10.6201167600736 10.6600370413811
"gene916" 5.79002397421161 5.4743951674626 5.57864218219642 5.96723138967456 5.80100404737776 5.94656339991571 5.8230930327929 5.83687412390154 5.69489033678355 5.55603644759347
"gene917" 7.29270821139075 7.39383974105836 7.35082220028108 7.32296431557254 7.34497241684044 7.474067322104 7.52052301819541 7.31817798973376 7.28067503571079 7.23665697816028
"gene918" 3.51171530207095 4.06738313504908 3.64387176551513 3.63937244990697 3.77941977762257 3.95671395782483 3.95929905275119 4.17485250646846 3.82134797968945 3.98011555902555
"gene919" 8.61970722224199 8.747149187945 8.72627306822254 8.7794999504207 8.71856742843203 9.16082662754719 8.97539241926872 8.89447603506709 8.86318277105784 8.87360724663905
"gene920" 7.23460596295582 7.1166713978937 7.28534045637413 7.21332964701002 7.21289098719579 7.66052499232529 7.8014467504537 7.76157414747174 7.7592735612436 7.77653474930592
"gene921" 8.84135371254701 8.97801490771782 8.87886006368773 8.88958230735825 8.90931030326186 9.28102491312033 9.22592015796335 9.28057069331521 9.24525521354909 9.23050111074081
"gene922" 8.19535919665 8.22155113444044 8.20398232272742 8.00176021611727 8.13951045099037 7.87876078084496 7.91962450859022 7.86969655696984 7.91481055172924 7.97651573592366
"gene923" 8.51369573957367 8.44099098041885 8.48213701495241 8.49832863531262 8.51920855181804 8.23652926346263 8.10913137600936 8.10285482911559 8.04933376877734 8.26404970056212
"gene924" 9.10067977146315 9.08361784160206 9.02738297806078 9.08077298600991 9.03670153683915 9.3597262240626 9.28117106199857 9.26429478157586 9.26958674809789 9.37232049348878
"gene925" 9.85269721750649 9.85814538436057 9.81598737686755 9.76299640770475 9.80243596422391 9.89531619171298 9.82141360796977 9.80033973106313 9.75336932995851 9.75496374910886
"gene926" 9.79220501706005 9.65515578760201 9.74571327432401 9.62701064666005 9.59938763370166 9.85232087981729 9.78141435390572 9.79883589596492 9.74956834321487 9.81191295117402
"gene927" 8.82360582625612 8.94760800296323 8.98707176344758 8.9970541612846 8.9341661107388 9.242826952334 9.24966230718803 9.30081514663028 9.24072959694127 9.25678310686782
"gene928" 7.16180653837358 7.2646055409877 7.28933724547932 7.15717007501908 7.16277057694367 7.76029660292381 7.73086122955251 7.71827041141175 7.72218952350352 7.63520842415766
"gene929" 8.53514674809784 8.46860090064942 8.55882827565637 8.54820285769821 8.46751257256125 8.86966061972159 8.71202050693354 8.70451019815843 8.6451697982032 8.66754540009775
"gene930" 5.68196477947613 5.46853507720834 5.52416710245439 5.52730202411329 5.62302252271861 5.46275943230236 5.65486324518975 5.66371105726486 5.65621598002558 5.44022303981409
"gene931" 1.55307379356348 1.34383425641113 1.47528599656621 1.56705447863964 1.37515578849787 1.45515364294447 1.64109076536328 1.37353788883087 1.46579700688729 1.44651984211535
"gene932" 7.50237972905756 6.96438364798142 7.15012590958281 7.37077307436144 7.48289213257687 7.27234751500569 7.1666120230806 7.146389960852 7.30973447787681 7.33093516437464
"gene933" 5.14798751638875 4.86951426277269 4.99468700828919 5.14635787760213 5.1376584355651 5.20690345569313 5.03580289135277 5.30905497904603 5.03422752023498 5.18903836439135
"gene934" 6.07384677972798 6.10442180779284 5.91906611820549 6.2176971059092 6.24664941354284 6.11936074458179 6.20180285763077 5.9557607816617 5.99665091255214 6.051409324592
"gene935" 5.41167773660763 5.39915691747141 5.52603876055838 5.19911839701834 5.54063083342608 5.24823615533822 5.26209630444619 5.12246752483775 5.1431693805429 5.21104079560854
"gene936" 2.60408861131691 2.53196059790265 2.62107284670385 2.61442929993429 2.49082656960568 2.706411338691 2.50740456963684 2.12124280225651 2.21125239113357 2.28535694328895
"gene937" 3.27521631132083 3.50965397890705 3.23827331570954 3.44279213430318 3.28744875798686 2.88064493507499 3.20735156019035 3.11426919224893 3.10492117990933 2.99703124852631
"gene938" 2.73704020074076 2.72820535150755 2.88550591819661 2.90921931814578 2.78261485860851 2.6938221592812 2.51570529889413 2.57017192153636 2.41421927223656 3.04755881196667
"gene939" 2.98752184365534 3.32486283530747 3.18930853513339 3.12838273785146 2.96817639328587 3.0747924423528 3.10370027887476 2.86573369604995 3.04936169398336 2.88607251804007
"gene940" 1.99831376605169 2.37449807752202 2.32514626211886 2.32312630480625 2.3314933886519 2.1097096348463 2.01823592600071 2.21804398170824 2.12335750599242 2.0567200399308
"gene941" 2.81894416415563 3.10070700453452 2.6337111338987 2.48449824879405 2.63531414946401 2.5362190735614 2.59483734655858 2.68385979293874 2.71886845005785 2.44235055832524
"gene942" 7.48063941492368 7.53889074487809 7.33139345153066 7.3667506937776 7.38748847974811 6.75006477207941 6.45287496966569 6.45996279555587 6.57589659004392 6.59360617217988
"gene943" 6.16676326684658 6.37251717105139 6.25519911188845 6.43774520460526 6.3840711677101 5.6354537356067 5.55736644973337 5.66351877424396 5.6377140775659 5.62449939089037
"gene944" 5.64727836143679 5.76098866524203 5.70130241163331 5.59301096360493 5.58289723067532 4.8857654521155 4.91360875714107 4.84103370129738 5.0203717382052 5.01043953084582
"gene945" 7.33432794980503 7.46632317294676 7.49368390120023 7.36349990072956 7.46727646453771 7.65452609696469 7.56304292335533 7.45710145936904 7.48355904722546 7.40041992515961
"gene946" 4.32460577474662 4.52397976682303 4.70728264607059 4.72368920692196 4.69368937852447 4.62967882590582 4.59351677979407 4.70830066498474 4.66015111738975 4.5814947094017
"gene947" 5.78245976025074 5.72181130007337 5.64156536610171 5.79450194045762 5.78349370168077 5.52122718353572 5.42181947983397 5.40953541325204 5.34094489341321 5.60457026433848
"gene948" 5.95923642639374 5.964732593544 5.96829648983526 5.91056292014263 5.75581573923921 5.30595324422524 5.41478211582146 5.42269178663016 5.31815691051949 5.52431982317321
"gene949" 4.98367231104882 4.95262250899668 5.04155227527412 5.02443804552392 5.15806402115316 5.0158728155971 5.05705279715715 4.87849921357435 4.78587675224733 5.06234498090652
"gene950" 5.38905496207556 4.96566724679953 4.98284479490969 5.22323560648858 5.19500160725444 5.04659334462052 5.30468018279503 5.34875673050835 5.21742892743996 5.18890112064687
"gene951" -0.155689871002495 -0.0690227808893876 -0.0475518613913113 -0.200207912303925 0.0725759531284148 0.0774850166007385 -0.0752088087891734 -0.183661977848242 -0.0865728696465562 -0.161504955403604
"gene952" 3.55101779150199 3.83912529189961 3.7714345876947 3.50893135669429 3.61724807382371 3.56028635509193 3.72606632239056 3.42290739937798 3.37559485714204 3.60051847016061
"gene953" 2.65308314993254 2.23640262358734 2.73672302681313 2.43668319207914 2.48282737099681 2.43627690822882 2.55537433436273 2.47990830102246 2.51091372220596 2.79637330780438
"gene954" 7.20999405169029 7.12753380396474 7.06319444134819 7.10355918424175 7.13032171981982 6.73276563074602 6.51554856736146 6.63045997259852 6.61358556053958 6.38994590404779
"gene955" 5.88692529816693 5.66276453865924 5.71591575011106 5.82173537416886 5.6681146317618 5.61333886692894 5.80026233192724 5.88251760084035 5.79618126851391 5.93686713430878
"gene956" 1.34898512400277 1.40158721608703 1.35628430590579 1.59704511482708 1.49200474218513 1.4291861690802 1.46719292730882 1.27153585794717 1.36451834057338 1.66005300125065
"gene957" 1.71717284529948 1.34280134341105 1.37550061095119 1.5286048573542 1.38330025010109 1.79555472208488 1.57523872336249 1.66078946230823 1.7495268551024 1.53028682839596
"gene958" 1.79127899501573 1.83311509185673 1.97152355906311 1.77337303223881 1.84165466905037 1.98112725766148 1.89264339019296 2.2506391716446 2.11873631207142 2.00994548915533
"gene959" 3.24594138085968 2.9388192855253 2.83390559314717 3.16588203342691 3.11591084109392 3.08773137237913 2.96748275999022 2.83306019309239 3.01729634762943 2.91490321636131
"gene960" 1.90157094912395 1.92657859870292 1.99414237703989 1.71774147872593 1.85212534594605 1.79293157352438 1.83538267445898 2.03425473758001 2.00339756011371 1.71193239828707
"gene961" 6.99959797696004 6.9928092865062 7.09227579608986 6.8839017966418 6.84144981098781 6.75616865199385 6.76599621583582 6.90689146888106 6.89611799949822 6.86036872528563
"gene962" 9.377754618408 9.40111831105911 9.42115634383193 9.32779609470314 9.2998011468918 8.8437103026041 8.94438865405092 9.01899687046267 9.01843843905984 9.20253212154425
"gene963" 7.83793662404151 8.43466820390698 8.39086122806842 7.91892971634146 8.20771608908787 8.16356266174467 8.52235459393557 8.01334484340684 8.13658932955443 8.0349285507915
"gene964" 9.88639125970242 9.93358125575483 9.92535840455702 9.81730587627523 9.80023867639401 9.60264317665951 9.61390373380878 9.69767090841979 9.75390739896188 9.8291241718514
"gene965" 6.94094550213071 6.99514351226194 6.95288601948291 6.85861066297655 6.79339527339363 6.98072886200936 6.97261521489594 6.93417541842857 7.02854040953825 7.01057884270164
"gene966" 5.98635822345293 5.90045636241456 5.98954352794738 5.93889591131283 5.99393778080873 6.11113985814663 6.04891185267014 6.09018794964872 6.11948688693745 6.16209200716762
"gene967" 6.68397045536832 6.66716950957832 6.61424817511731 6.59385144567625 6.77660059601235 6.81270783189476 6.84340974860803 6.82096804835691 6.73970895063547 6.81521659504033
"gene968" 7.09976151852857 7.11411386019506 7.06737300180529 7.06718982151984 7.08813329959052 7.07361680984978 7.02967870954654 7.033050869555 7.04304753625171 7.19729714045397
"gene969" 8.74655366925091 8.60971673805819 8.68958986417836 8.72873829956851 8.77204930574004 8.73243280491111 8.68125314307679 8.60844429376314 8.66681433325412 8.71093458981422
"gene970" 8.86009943536915 8.85625256149554 8.86619887998073 8.76894666579789 8.82643876965336 8.69173194936593 8.66671312392539 8.53827434328169 8.66747216523421 8.74179441913938
"gene971" 9.00649366940339 8.80756645248793 8.90729777676867 8.9339758265307 9.00534864343445 8.84450040357152 8.87210821780839 8.86104371318591 8.93686256751867 8.99716286103042
"gene972" 9.40736986235974 9.41535681527916 9.43856060457401 9.48429250877531 9.48120804129641 9.53395812719904 9.44836639141037 9.4243612072548 9.48569964760551 9.57980996773704
"gene973" 7.71609355105398 7.7466102243588 7.77513767262897 7.65250225759402 7.68867817316092 7.66748524844102 7.61415304821089 7.56399179001322 7.61988043495246 7.85316108310218
"gene974" 5.93367415294608 5.84190958708499 6.08640090196967 5.82716091810197 5.98588262292202 5.82694347524068 5.6937356204866 5.70659799064564 5.79199234463998 5.71340846829667
"gene975" 7.07363783150102 6.92897449015656 6.90384946158374 6.92341830996782 6.91945426540081 7.12928513878592 7.1860969820289 6.95594100161015 6.88687341188675 7.02519889696074
"gene976" 7.46603784222128 7.49024320428115 7.52869498234068 7.36019621243453 7.20574509428284 7.39130361905576 7.17590154641852 7.06298792403557 7.17383177482511 7.27387162345297
"gene977" 6.6999141796388 6.82292875984608 6.82350346042912 6.64089630265396 6.5744920195665 6.60445840450523 6.94062317255056 6.79678957242771 6.81752960390078 6.9714724336766
"gene978" 3.0480515599602 3.09318258785928 3.3094804616285 3.36623696298419 2.93664212542755 3.14443955264736 3.35896950159154 3.08131135233733 3.41828490780225 3.48753624179523
"gene979" 1.83953127961187 1.79610590882538 1.84959505028231 1.85517114319713 1.93563512768979 2.00671624991336 1.99622921434528 2.10840605435364 1.89363957695532 1.73388513608033
"gene980" 5.17103009239357 5.47252364382464 5.34253161180567 5.03093416001473 5.15028692084592 5.08604848723038 5.32476425673979 5.00602562061605 5.00344245838695 5.33553994839611
"gene981" 6.17139361559522 6.06454693491055 6.02634715175422 6.00636879429929 6.02668968281337 5.90958216081969 6.05765894366676 5.83779869383124 5.70047231651479 6.03836947378736
"gene982" 5.51708191602745 5.63501211505026 5.51138569254277 5.43650602953606 5.55324779302788 5.29928912282299 5.27468095921191 5.41873108523888 5.29849726657357 5.36440804072945
"gene983" 9.88461235032358 9.6966194114788 9.74807734794845 9.67082079392428 9.61950220524712 9.43195249776048 9.4960096695598 9.41437299040898 9.42711185735399 9.69903850107126
"gene984" 4.77397804160795 4.90748986861847 4.65132970940764 4.59915490956232 4.74090089869966 4.52161272089153 4.57473604759102 4.44864324944287 4.47384162545174 4.58944770383199
"gene985" 8.25143248755074 8.15502863827211 8.18248061080734 8.14905824906588 8.21186513965799 7.68623682613563 7.74410028141347 7.75666243564008 7.8805971437952 7.78294775535024
"gene986" 7.28166139873441 7.24501678672915 7.4469847694243 7.20720527071671 7.19767027986424 6.8276411720426 6.67141458877342 6.82346792485871 6.80363179466116 6.94639883572896
"gene987" 6.34096868128245 6.56391600882978 6.43876282432394 6.34109666825627 6.62112233281019 6.42225995255404 6.62274978837395 6.55692909682051 6.54813176776811 6.58570923070421
"gene988" 6.91421877290156 6.80165551373873 6.86269102660633 6.79208847642203 6.94309683658522 6.41187774477315 6.37700917861243 6.4398928863741 6.54919371030586 6.51575118214152
"gene989" 6.07166359253639 6.05112964441639 6.27434768373287 5.92251522703614 6.075902598168 6.32319535712263 6.339504652278 6.27701155153268 6.18992777815713 6.46182184917265
"gene990" 1.99783207119412 1.70744074852494 1.92606212352452 2.22417907273799 1.87813233379599 1.95305093792907 2.00113515813641 1.9419317125914 1.9663424764127 2.32093543729383
"gene991" 2.58608170880017 2.58694542845469 2.7400427046742 2.4045296077549 2.75513834906038 2.61680218474933 2.6240467088461 2.54803245661606 2.68828416036022 2.68405563982109
"gene992" 5.2937988808688 5.38921449174257 5.60949973396078 5.26284895421751 5.20080420737525 5.26961026172906 5.15573674045991 5.21122600657311 5.05665074103141 5.42264278238972
"gene993" 5.13966211881028 4.78835999337825 4.67501457091779 4.83991567372464 4.83343247523106 4.73099943091214 4.86302062899511 4.82803436815748 4.84559981681501 4.7962420594078
"gene994" 7.08974537819909 7.02917676210688 7.11378441940443 7.16427607288035 7.00525895633589 6.8794327527286 6.8837482604335 6.83257715152666 6.79182080451941 6.86003249231852
"gene995" 6.02677063006573 6.00635033403002 5.88993281055768 6.04215061544688 5.83125943131401 5.69773695540184 6.05721547922097 5.87927682131678 5.92095241366338 6.02865858888929
"gene996" 5.37606743776372 5.21795055687476 5.17176550034007 5.45265863110071 5.32383338915623 5.17186791289282 5.3392536228698 5.38816355104669 5.39407459542231 5.3433487432152
"gene997" 1.05158366339911 1.28617056829457 1.05677077623918 1.29682641357755 1.22957673246404 1.16117639290721 1.10831472723103 1.2278531317146 1.3191296253928 1.38712349034167
"gene998" 3.51935418379617 3.11457946835518 3.14522779685427 3.37148832580847 3.40855934125443 3.30466010693749 3.34109046920487 3.28602917676472 3.44908002665309 3.36904721374427
"gene999" 5.28367713385389 4.96775490701245 5.10624071129299 4.96250751525732 5.09900345017423 5.05250105738652 4.92409231731444 5.30140510268558 4.84728701306779 5.0999426103781
"gene1000" 5.60903606452769 5.67316840433829 5.58599909383751 5.26874859924833 5.40767060759015 5.66352317425554 5.5486538411728 5.31214202119652 5.69894396986404 5.56878617901927
"gene1001" 3.90299901059367 3.57575394415552 3.63121239186316 3.99631105652027 3.80162783329938 3.81863016224865 4.04736892338396 3.65739651406437 3.87798598154251 4.04349285409329
"gene1002" 3.87682329070379 4.0197681418098 3.99265658647142 3.84747793304074 3.96823534738427 3.88928271885809 4.34807723037902 4.16030361827608 3.77013335946006 4.14654501831915
"gene1003" 5.70296290949654 5.76847344393343 6.03954493797494 5.92254622459624 5.95757931848389 6.19451007164364 6.04870993381903 5.7940562532923 5.95521495700334 5.82031444330109
"gene1004" 2.40467133173996 2.49052170900359 2.63991089617303 2.47375197803015 2.46415070104005 2.58650357301196 2.53226198243874 2.76870141457211 2.94291399457814 2.52065963175985
"gene1005" 4.55060795479513 4.36518572449675 4.48028457211076 4.36026071312901 4.46626433750774 4.31172940708824 4.54769099771799 4.34055718423141 4.25485169958564 4.3210066464104
"gene1006" 5.5408113122387 5.72630765646682 5.54966739161033 5.52458135292507 5.67275215331018 5.89798648919237 6.12140167188357 6.02900018607094 5.98449948030121 6.06769518594449
"gene1007" 5.53150133936474 5.5788973447319 5.49867816849641 5.57325083318602 5.52732905547819 5.73630290578246 5.87661843980618 5.83565432073517 5.84960628414579 5.80412289692814
"gene1008" 3.76722312401631 3.38109525515774 3.64640784739123 3.52845322427374 3.801701208055 4.02028378318991 3.58560455731162 3.40192456632982 3.39658593318077 3.75514371270938
"gene1009" 2.66616222354795 2.7847878828691 2.81823327258621 2.62360084033528 2.73096344041441 2.63816225712745 2.64111054338846 2.95706634191966 2.76269303927072 2.63213491266655
"gene1010" 0.14526356869931 0.132032459449233 0.251187746973118 0.382752747287487 0.199557322336193 0.365919811366516 0.127349018931007 0.198704722313858 0.292624697153533 0.236607006119642
"gene1011" 5.67287573640646 5.58844086315794 5.72606826416953 5.55386463535031 5.5680335360975 5.37331152591737 5.37550950393592 5.18618082253201 5.18649875325004 5.61108618694532
"gene1012" 3.9434123765734 3.99046967828739 3.96868182695424 3.96300431727888 3.99404366118496 4.01262891698659 3.58871631106757 3.73363098918524 3.84897300851699 3.9289752627279
"gene1013" 4.18717930573157 4.2574656174875 4.33126376693504 4.22689656880769 4.21920435988197 4.26481862083837 4.31076022460816 4.21440982096896 4.2656131324551 4.47250003848124
"gene1014" 3.50394519108773 3.748402136132 3.23742890358144 3.48071639300478 3.52575703546982 3.38748129664313 3.46974537683396 3.3275143139853 3.4100123312025 3.4547616455584
"gene1015" 6.43739396881401 6.55800916019966 6.31668545622012 6.48752631140828 6.52379542148821 6.83501976108333 7.12642027111173 7.15748156813713 7.29916665425329 7.10924640491665
"gene1016" 4.73530789670826 4.91872326995862 4.7625327859182 4.72238052694212 4.74955853910112 5.12429636302124 5.08649109881863 5.29865752631398 5.23639971802646 5.14088696286568
